year,city_types,id_city,city_population,cpi,rev_total,own_source_rev,rev_utility,spending_direct,education_services,social_services,transportation,public_safety,envir_housing,spending_utility,sp_empl_retire_tr,debt_outstanding,cash_holdings
1999,core,282032001,56312,1.471308,2520.76,1611.59,2.05,2594.68,922.5,130.54,110.19,597.16,264.79,18.91,0,2044.65,1360.72
2000,core,282032001,56694,1.423461,2554.77,1649.58,5.98,2464.55,931.28,127.5,111.43,479.49,310.97,36.55,0,1891.56,1185.15
2001,core,282032001,57792,1.384077,2463.19,1568.12,5.74,2528.41,967.36,131.43,108.5,457.34,286.4,50.86,0,1896.68,1208.53
2002,core,282032001,58701,1.362535,2648.45,1738.03,5.75,2650.49,1031.45,115.09,118.1,486.11,279.59,42.74,0,1780.48,1272.84
2003,core,282032001,59753,1.332174,2682.13,1799.97,6.02,2745.03,1066.79,110.88,136.91,493.95,302.78,31.2,0,1944.91,1323.45
2004,core,282032001,60452,1.297618,2825.47,1788.41,5.57,2732.73,965.11,100.7,157.48,484.69,444.2,33.06,0,2158.31,1414.92
2005,core,282032001,61146,1.255095,2967.56,1851.78,5.84,2993.02,957.25,82.32,239.5,494.51,600.51,40.46,0,2079.85,1310.77
2006,core,282032001,62057,1.215873,3120.99,1945.99,5.59,3302.15,962.42,121.8,312.45,533.93,626.26,45.11,0,1872.18,1151.06
2007,core,282032001,63422,1.182201,3004.67,1903.35,10.28,3091.49,975.77,134.48,199.51,558.18,491,50.62,0,2009.62,1281.16
2008,core,282032001,64586,1.138489,3104.43,1961.3,10.29,3174.37,994.65,123.41,217.3,609.76,559.79,51.63,0,1841.83,1252.03
2009,core,282032001,65674,1.142553,3234.08,1984.27,10.91,3183.42,1005.2,143.77,343.69,552.92,520.99,50.51,0,1797.9,1090.87
2010,core,282032001,66362,1.124115,3203.59,1955.22,11.61,3249.4,998.7,155.74,309.64,542.16,538.94,57.4,0,1743.33,1290.56
2011,core,282032001,66935,1.089718,3291.01,1971.52,11.12,3255.42,978.75,182.06,334.68,552.34,498.69,56.07,0,2029.84,1422.3
2012,core,282032001,67538,1.067624,3285.24,1967.52,9.5,3230.88,952.02,193.3,383.49,581.32,517.03,61.02,0,1946.56,1179.6
2013,core,282032001,68343,1.052211,3159.5,2002.4,9.14,3148.26,927.61,260.73,311.55,601.56,426.64,61.01,0,1822.34,1144.11
2014,core,282032001,68946,1.035415,3141.14,1956.04,7.61,3174.14,957.2,309.85,275.19,613.69,446.75,60.39,0,1804.71,1061.25
2015,core,282032001,69683,1.034187,3273.49,2059.14,7.1,3347.28,939.22,274.57,354.1,653.02,497.33,82.91,0,1633.14,1103.67
2016,core,282032001,70747,1.021304,3303.71,2059.85,7.29,3767.58,1366.61,281.28,281.33,627.79,579.82,81.88,0,3006.37,2236.38
2017,core,282032001,72231,1,3360.98,2158.86,6.7,3876.7,1226.61,328.88,311.36,678.5,660.8,81.46,0,2782.9,1818.15
1998,core,9999997,157858,1.503804,5005.42,2571.74,205.98,4933.13,1605.19,313.74,265.71,547.1,618.07,307.91,73.4,4145.89,4231.99
1999,core,9999997,158228,1.471308,5149.25,2582.16,209.82,5066.14,1666.77,315.82,261.81,564.63,603.08,295.92,79.74,4326.13,4309.37
2000,core,9999997,157980,1.423461,5279.71,2597.44,215.15,5073.23,1730.99,355.6,263.46,575.81,604.44,302.94,77.73,4316.55,4442.59
2001,core,9999997,157883,1.384077,5431.06,2692.54,215.88,5308.84,1786.95,347.48,278.51,584.91,614.53,308.06,79.19,4549.83,4584.95
2002,core,9999997,158372,1.362535,5414.54,2663.04,211.23,5627.69,1850.98,367.61,278.74,609.92,666.08,321.36,89.36,4856.99,4601.76
2003,core,9999997,158342,1.332174,5417.28,2683.22,217.57,5634.87,1869.94,352.13,291.28,604.84,683.3,325.81,85.21,4853.76,4687.27
2004,core,9999997,160900,1.297618,5646.92,2690.99,207.98,5835.57,1883.7,364.77,286.37,603.26,683.9,332.05,89.39,5214.83,4858.72
2005,core,9999997,163471,1.255095,5781.01,2763.7,212.83,5846,1859.3,351.76,297.06,613.63,684.53,338.07,99.46,5176.78,4840.73
2006,core,9999997,166449,1.215873,6023.98,2928.05,214,5880.09,1901.64,340.35,306.51,633.58,705.51,332.01,102.43,5240.6,4841.35
2007,core,9999997,170417,1.182201,6217.39,3028.21,220.91,6059.38,1923.75,316.87,307.98,644.25,713.64,355.44,105.25,5577.6,5297.33
2008,core,9999997,167628,1.138489,5964.09,3010.75,222.52,5996.11,1889.94,316.36,313.65,650.31,712.77,364.88,109.31,5723.15,5089.08
2009,core,9999997,166177,1.142553,5467.58,3008.44,220.99,6311.21,1890.58,330.25,324.57,662.25,763.65,361.91,123.97,6052.6,4943.27
2010,core,9999997,165924,1.124115,6151.22,2909.85,230.34,6245.15,1871.42,348.49,312,664.46,730.34,343.4,128.81,6130.06,5096.52
2011,core,9999997,170559,1.089718,5929.69,2888.59,234.68,6043.39,1813.35,313.74,298.88,652.49,753.13,348.54,124.86,5760.9,5106.19
2012,core,9999997,172032,1.067624,5729.19,2849.68,249.13,5887.13,1740.79,307.82,286.28,643.92,714.68,339.85,134.12,5658.33,5111.81
2013,core,9999997,173652,1.052211,5738.21,2850.54,249.21,5630.01,1691.51,303.39,296.29,636.43,693.32,316.76,120.48,5507.08,5223.09
2014,core,9999997,172943,1.035415,5749.35,2830.84,244.22,5673.77,1693.21,311.06,296.79,652,679.37,326.7,132.31,5348.43,5221.15
2015,core,9999997,174461,1.034187,5770.03,2901.18,243.56,5709.98,1743.74,301.47,296.8,657.1,663.31,347.53,86.43,5643.95,5033.69
2016,core,9999997,175851,1.021304,5778.73,2957.96,247.74,5792.66,1826.85,319.05,303.76,672.5,704.43,350.47,105.18,5451.61,5155.55
2017,core,9999997,177104,1,5861.31,2951.84,245.98,5792.23,1832.06,332.59,301.97,683.9,660.8,365.25,155.46,5488.41,5564.71
1998,core,9999999,220147,1.503804,5061.51,2700.16,239.03,5017.17,1584.27,301.08,283.24,563.92,625.05,409.06,73.4,4597.2,4647.42
1999,core,9999999,221271,1.471308,5262.51,2759.23,252.23,5190.8,1626.18,305.61,277.81,586.56,633.22,364.01,79.74,4563.32,4525.27
2000,core,9999999,220882,1.423461,5332.51,2714.45,263.28,5264.62,1702.48,308.92,295.7,590.61,605.6,355.54,74.43,4705.27,4625.4
2001,core,9999999,221148,1.384077,5472.27,2798.8,255.92,5383.54,1756.88,306.19,305.56,610.67,614.53,368.78,77.09,4832.21,5013.61
2002,core,9999999,220228,1.362535,5418.37,2804.71,254.66,5671.12,1797.8,319.54,320.56,633.77,679.22,415.01,85.39,5393.36,5008.78
2003,core,9999999,219451,1.332174,5454.3,2761.07,249.76,5828.35,1815.93,323.63,299.05,623.3,705.91,389.23,85.21,5345.48,4981.32
2004,core,9999999,218274,1.297618,5812.28,2860.97,246.24,5957.87,1815.75,334,314.96,626.71,707.75,393.52,95.98,5712.96,5269.33
2005,core,9999999,219466,1.255095,5939.45,2896.88,239.62,6173.94,1787.1,332.29,337.04,630.05,713.14,404.91,101.57,5941.57,5159.28
2006,core,9999999,223410,1.215873,6231.93,2990.36,248.48,6177.69,1882.03,320.94,335.99,645.62,720.11,390.39,105.37,5847.64,5326.06
2007,core,9999999,224038,1.182201,6359.06,3142.21,266.48,6418.1,1902.61,296.8,333.74,685.18,733.5,448.32,105.25,6163.85,5766.32
2008,core,9999999,223762,1.138489,6074.13,3131.87,255.38,6257.42,1866.37,293.26,347.83,703.42,736.83,462.69,110.4,6151.93,5996.43
2009,core,9999999,223266,1.142553,5618.57,3154.68,264.1,6600.75,1872.39,311.2,364.92,704.1,780.76,422.68,117.13,6849.84,5665.86
2010,core,9999999,226231,1.124115,6156.81,3059.07,248.52,6362.91,1829.13,324.05,372.28,703.12,771.14,427.17,128.81,6907.13,5725.49
2011,core,9999999,230796,1.089718,6076.81,3023.52,261.48,6116.62,1787.72,281.79,332.61,693.27,745.68,443.64,131.32,6994.68,5795.97
2012,core,9999999,235308,1.067624,5729.19,2958.32,280.24,5887.13,1710.26,287.05,322.72,671.15,734.8,429.74,128.65,6752.64,5616.24
2013,core,9999999,239872,1.052211,5822.52,2943.91,288.92,5734.24,1661.35,274.74,314.65,657.02,721.03,435.78,120.48,6223.02,5675.15
2014,core,9999999,243246,1.035415,5855.59,2923.59,272.24,5752.15,1628.11,309.85,341.36,679.35,689.18,396.56,126.96,6327.52,5807.13
2015,core,9999999,245870,1.034187,5826.31,3014.48,274.02,5912.57,1702.38,302.47,343.82,684.01,677.15,412.87,123.71,6187.14,5862.6
2016,core,9999999,247644,1.021304,5836.84,3042.73,268.83,5919,1738.74,302.88,343.66,699.78,705.97,458.51,132.67,6269.07,5963.17
2017,core,9999999,251086,1,6006.76,3061.55,255.32,5915.58,1744.98,328.88,328.96,699.45,667.71,471.76,172.08,5933.98,6475.93
1998,lega,9999998,71684,1.503804,5120.18,2564.05,173.12,5017.68,1744.6,350.86,234.37,556.95,653.04,202.23,92.52,3711.67,4181.79
1999,lega,9999998,71869,1.471308,5354.99,2574.94,180.1,5274.66,1852.84,367.23,243.13,578.32,602.53,232.44,94.94,3881.71,4366.37
2000,lega,9999998,72182,1.423461,5436.21,2649.67,182.79,5383.52,1845.57,391.68,245,576.35,677.29,214.97,94.31,3940.92,4171.11
2001,lega,9999998,72429,1.384077,5575.02,2684.69,184.47,5400.32,1877.67,412.14,251.99,576.32,656.69,219.46,100.74,4027.08,4522.92
2002,lega,9999998,72767,1.362535,5606.19,2623.82,180.63,5837.78,2028.45,432.45,252.76,610.43,732.44,223.77,136.62,4330.65,4404.91
2003,lega,9999998,72932,1.332174,5607.09,2643.39,179.04,5822.05,2039.73,461.67,262.49,602.38,722.31,229.02,125.7,4568.25,4627.88
2004,lega,9999998,72984,1.297618,5753.85,2598.88,180.03,6101.46,2072.32,438.96,266.12,604.92,701.22,230.97,112.57,4642.64,4572.56
2005,lega,9999998,72941,1.255095,5913.84,2714.42,191.36,5965.66,2126.18,445.52,276.98,620.59,748.77,212.41,112,4700.91,4746.18
2006,lega,9999998,72967,1.215873,6269.11,2892.44,185.46,6071.31,2074.05,401.41,277.78,630.87,742.95,222.54,123.99,4828.96,4599
2007,lega,9999998,72295,1.182201,6432.41,2803.88,189.81,6226.96,2126.9,384.83,260.76,645.61,759.02,233.59,136.58,4799.51,5131.7
2008,lega,9999998,71306,1.138489,6131.83,2810.86,189.18,6029.23,2073.14,375.33,286.7,645.51,747.46,268.26,132.2,4995.45,4644.43
2009,lega,9999998,70453,1.142553,5681.02,2868.73,192.94,6415.5,2048.39,376.47,266.97,663.08,783.32,256.04,167.08,5007.29,4586.54
2010,lega,9999998,69614,1.124115,6522.13,2703.47,201.37,6456.47,2015.75,373.27,270.43,665.41,774.49,254.98,179.69,4996.9,4669.01
2011,lega,9999998,68803,1.089718,6522.18,2788.23,201.65,6343.92,1967.48,376.06,253.06,653.43,823.42,258.17,176.02,4942.83,4941.47
2012,lega,9999998,68687,1.067624,6244.25,2826.37,203.25,6191.21,1900.72,349.03,252.01,640.64,787.98,246.26,187.86,4991.74,4841.44
2013,lega,9999998,68612,1.052211,6177.8,2802.86,201.97,5984.75,1805.44,336.85,261.06,634.91,768.64,243.49,174.97,4865.32,4981.76
2014,lega,9999998,68778,1.035415,6184.1,2787.03,201.37,5940.61,1778.14,332.16,259.61,647.9,741.42,246.91,168.59,4802.63,5213.05
2015,lega,9999998,69002,1.034187,5916,2863.16,199.39,6015.14,1897.74,311.94,260.36,676.78,725.38,270.4,57.03,4549.01,4443.53
2016,lega,9999998,68971,1.021304,5897.09,2859.85,208.14,5965.12,1958.95,329.18,254.43,681.71,784.13,272.84,40.67,4982.68,4215.81
2017,lega,9999998,68909,1,6303.88,2838.16,200.14,5966.05,1962.37,342.86,273.23,688.96,760.99,267.63,177.75,4743.09,5404.16
1998,core,352060001,528971,1.503804,5970.14,4031.74,88.5,6102.44,1681.17,1627.58,299.1,554.43,710.64,456.39,27.4,7280.78,4257.55
1999,core,352060001,544629,1.471308,6153.41,4189.76,129.63,6547.61,1846.05,1768.22,340.54,574.23,760.73,473.13,28.23,7193.17,4099.58
2000,core,352060001,561567,1.423461,6594.05,4469.51,134.14,6705.37,1946.31,1592.84,344.35,635.73,747.19,562.99,32.09,7694.71,4632.7
2001,core,352060001,577676,1.384077,6534.46,4505.77,133.03,7182.33,2107.6,1603.28,498.22,649.64,819.98,715.41,34.58,8118.51,5345.06
2002,core,352060001,591176,1.362535,6486.76,4559.08,126.35,6835.92,1965.12,1625.04,457.94,650.62,683.02,592.75,31.99,8321.81,5140.07
2003,core,352060001,601869,1.332174,6936.27,4780.89,130.35,6653.45,1915.8,1653.89,364.07,619.85,717.51,572.16,32.27,8689.99,5256.64
2004,core,352060001,613674,1.297618,6752.24,4703.36,136.27,7062.07,1901.92,1700.33,368.64,574.51,748.42,777.24,30.85,8890.75,5341.01
2005,core,352060001,626629,1.255095,6856.21,4761.23,134.21,7009.47,1853.06,1719.46,364.72,564.56,828.73,755.17,30.66,9171.56,5549
2006,core,352060001,645100,1.215873,7544.24,5451.87,155.56,7372.06,1900.91,1748.91,375.12,575.21,972.1,827.76,31.02,8857.85,5828.03
2007,core,352060001,669217,1.182201,7759.43,5431.09,205.85,7542.58,1825.8,1752.93,434.69,611.83,1005.53,865.52,29.05,9770.21,5888.82
2008,core,352060001,691568,1.138489,7665.59,5529.8,190.23,7460.18,1863.13,2031.41,454.86,599.83,855.54,530.14,28.3,9877.76,4666.44
2009,core,352060001,709993,1.142553,7658.16,5678.01,183.45,8400.33,2135.43,2431.29,565.44,627.14,982.91,488.61,29.42,8832.78,3967
2010,core,352060001,724333,1.124115,7606.67,5524.17,227.9,7510.18,1946.52,2454.7,404.09,615.19,712.66,407.77,30.12,8841.85,3870.15
2011,core,352060001,738534,1.089718,7563.89,5345.47,232.79,6975.65,1633.88,2422.12,423.22,589.73,605.1,443.64,29.99,8143.53,4298.61
2012,core,352060001,754840,1.067624,7630.3,5690.26,200.79,7365.75,1500.69,2728.35,412.98,666.5,771.8,476.03,30.61,7756.77,4942.74
2013,core,352060001,773336,1.052211,8010.53,5907.24,202.51,7795.28,1588.05,2931.02,434.61,686.73,870.01,455.35,30.68,8704.87,4911.53
2014,core,352060001,792183,1.035415,7939.18,5986.68,206.43,7782.18,1604.71,2807.92,529.4,697.32,830.55,482.37,31.27,8147.21,5080.22
2015,core,352060001,807589,1.034187,8373.41,6363.31,229.47,7870.28,1675.26,2989.1,435.07,713.7,622.8,610.23,33.9,8017.06,6415.79
2016,core,352060001,825733,1.021304,8225,6210.11,245.45,8140.08,1624.22,3126.06,438.31,680.39,787.86,753.33,35.56,7438.18,5963.17
2017,core,352060001,842937,1,8526.8,6333.23,241.56,8115.44,1653.29,3023.47,503.64,700.19,818.12,675.81,36.95,7310.55,3576.65
1998,core,352032001,175887,1.503804,5005.42,3276,126.81,5193.3,1491.67,1436.49,91.63,475.91,673.98,265.69,0,4312.59,1726.63
1999,core,352032001,180084,1.471308,5191.14,2495.97,175.81,4712.35,1582.52,589.38,116.88,494,789.45,311.29,0,4353.99,2212.87
2000,core,352032001,184509,1.423461,5332.51,2489.9,136.18,4785.92,1588.95,672.11,141.07,540.85,719.72,265.9,0,3929.62,1941.98
2001,core,352032001,189046,1.384077,5472.27,2608.92,149.84,4785.81,1583.87,582.2,149.69,557.68,810.27,305.65,0,3600.04,1573.75
2002,core,352032001,193135,1.362535,4599.16,2622.98,120.08,4611.15,1561.54,640.31,107.97,519.38,682.16,242.45,0,4022.94,2155.75
2003,core,352032001,197268,1.332174,4711.43,2583.01,110.02,4784.48,1578.83,801.57,88.6,494.86,662.3,356.41,0,3708.28,2087.16
2004,core,352032001,199310,1.297618,4611.19,2621.7,152.03,4926.17,1638.54,719.74,101.47,509.36,912.42,251.67,0,4090.75,2230.57
2005,core,352032001,201963,1.255095,5879.71,2783.35,163.02,5086.11,1688.86,767.02,104.59,522.64,807.72,353.28,0,3914.65,2247.69
2006,core,352032001,205167,1.215873,5772.79,2782.09,126.42,4944.29,1628.91,764.24,128.26,536.79,774.21,223.51,0,3671.7,2404.32
2007,core,352032001,209826,1.182201,6180.53,2960.05,141.07,4946.78,1645.67,671.31,164.68,548,783.28,219.2,0,3809.63,2578.52
2008,core,352032001,215097,1.138489,6225.48,2855.4,207.82,5203.66,1651.2,707.66,128.16,530.91,948.88,319.3,0,3829.07,2550.87
2009,core,352032001,220897,1.142553,6267.08,2807.12,219.51,5307.21,1786.95,709.42,124.58,566.15,892.34,313.88,0,4448.38,2681.03
2010,core,352032001,226231,1.124115,4632.01,2615.2,195.25,4936.83,1674.44,487.48,139.13,540.22,907.95,330.92,0,4661.18,3205.37
2011,core,352032001,230710,1.089718,4554.97,2662.29,195.25,4850.72,1723.65,466.04,164.11,514.03,727.46,308.04,0,4822.63,3531.7
2012,core,352032001,235308,1.067624,4427.92,2573.46,206.76,4863.53,1633.02,452.32,153.72,584.34,665.12,224.43,0,4075,2196.25
2013,core,352032001,241107,1.052211,4307.41,2608.69,201.57,4465.63,1535.75,374.89,113.72,618.74,842.19,249.09,0,4052.55,2301.81
2014,core,352032001,247002,1.035415,4264.43,2637.28,204.96,4016.6,1449.09,347.81,89.98,568.24,672.36,224.14,0,4255.92,1338.02
2015,core,352032001,253316,1.034187,4439.07,2754.09,204.5,3981.95,1470.75,365.83,100.77,573.39,598.46,166.75,1.42,3705.08,1630.9
2016,core,352032001,258581,1.021304,4329.16,2655.33,199.01,3846.67,1419.99,372.42,88.39,556.36,587.81,176.85,5.09,3338.85,1289.57
2017,core,352032001,265355,1,4288.14,2640.75,203.25,3871.16,1376.79,357.76,94.91,632.45,598.12,188.8,0,2928.2,296.52
1998,core,352041002,223773,1.503804,4147.24,2379.6,76.11,4532.96,1678.22,473.94,186.11,519.1,650.66,475.17,0,2739.85,2243.1
1999,core,352041002,228445,1.471308,4213.38,2427.19,87.76,4408.17,1726.62,462.68,143.2,533.26,676.41,277.76,0,2540.88,2537.48
2000,core,352041002,232785,1.423461,4252.61,2420.5,89.2,4436.21,1741.07,467.72,184.19,547.08,630.26,328.54,0,2378.6,2219.37
2001,core,352041002,236855,1.384077,4424.96,2495.95,92.09,4546.9,1824.9,455.67,141.52,584.91,732.89,271.45,0,2849.59,3009.68
2002,core,352041002,239793,1.362535,4258.77,2399.62,81.46,4661.48,1880.75,453.96,174.58,639.4,746.11,250.62,0,3015.92,2561.87
2003,core,352041002,241489,1.332174,4231.94,2378.68,81.36,4667.19,1815.93,455.74,178.73,612.87,796.98,258.22,0,3229.7,2565.05
2004,core,352041002,243469,1.297618,4321.17,2386.01,90.25,4801.34,1787.43,469.55,203.37,629.25,844.64,275.65,0,3259.48,2346.55
2005,core,352041002,245308,1.255095,4441.52,2492.96,112.12,4666.28,1755.2,455.06,261.61,630.05,732.51,251.74,0,3800.15,2817.4
2006,core,352041002,249244,1.215873,4435.57,2498.96,111.64,4816.77,1896.26,438.56,275.37,642.77,797.75,147.21,0,3651.04,2483.61
2007,core,352041002,254758,1.182201,4972.85,2811.73,188.13,5288.87,2046.86,405.31,224.15,662.96,944.04,355.59,0,3964.22,2365.72
2008,core,352041002,259613,1.138489,4884.46,2744.71,201.99,5175.56,1979.09,430.05,184.32,660.12,875.44,414.95,0,3827.98,2281.73
2009,core,352041002,264469,1.142553,4867.01,2694.05,188.29,4957.19,1997.35,410.55,178.19,702.98,757.75,269.43,0,4520.72,2592.11
2010,core,352041002,267650,1.124115,4602.09,2530.63,189.71,4963.82,1919.76,391.2,154.87,719.82,791.24,265.96,0,4330.79,2613
2011,core,352041002,269587,1.089718,4701.3,2616,208.86,5003.89,1877.15,389.34,182.66,762.12,847.79,319.18,0,3982.15,2333.47
2012,core,352041002,272396,1.067624,4393.83,2389.97,182.31,4858.01,1842.46,352.97,198.38,662.8,951.2,302.19,0,3966.66,2510.97
2013,core,352041002,276024,1.052211,4347.22,2360.92,245.59,4560.57,1784.73,306.78,168.26,635.33,791.08,186.04,0,3718.03,1607.96
2014,core,352041002,279244,1.035415,4243.33,2349.46,182.76,4283.3,1780.4,257.12,151.75,627.53,779.07,173.89,0,3447.15,801.45
2015,core,352041002,282275,1.034187,4168.89,2259.82,208.66,4172.76,1677.12,260.36,153.87,615.43,753.3,211.78,0,3393.18,1117.14
2016,core,352041002,284808,1.021304,4162.84,2280.9,209.48,4172.07,1593.03,265.93,206.63,616.15,750.05,269.84,0,3314.13,787.99
2017,core,352041002,289597,1,4175.68,2258.95,211.66,4314.5,1705.3,273.88,249.75,613.37,762.69,249.65,0,3494.87,565.14
1998,core,352092008,272648,1.503804,3872.15,2336.49,82.42,4190.31,1736.16,301.08,182.5,386.16,557.03,304.79,0,5263.84,4542.97
1999,core,352092008,278368,1.471308,4018.28,2399.09,87.72,4480.03,1876.17,318.82,256.38,381.89,565.34,307.21,0,4728.66,4285.11
2000,core,352092008,282628,1.423461,4275.26,2522.09,88.02,4507.59,1839.59,335.78,323.47,467.59,636.05,269.43,0,4192.74,3979.96
2001,core,352092008,290493,1.384077,4355.62,2562.09,136.52,4438.92,1775.56,340.17,305.12,492.87,624.95,242.27,0,4554.45,4622.92
2002,core,352092008,300275,1.362535,4197.44,2462.95,94.35,4649.09,1850.98,330.08,390.02,488.73,625.18,196.33,0,4700.74,4480.88
2003,core,352092008,308521,1.332174,4263.78,2432.22,87.05,4695.15,1869.94,376.98,228.9,512.83,778.35,263.99,0,4854,4463.65
2004,core,352092008,316411,1.297618,4404.03,2599.5,88.67,5008.18,1815.75,386.3,379.28,505.94,801.45,265.9,0,5712.96,4452.15
2005,core,352092008,324815,1.255095,4494.66,2681.19,98.89,4967.28,1808.6,407.91,297.62,534.93,826.69,404.91,0,6094.79,4992.97
2006,core,352092008,337580,1.215873,4652.01,2772.49,117.76,5479.21,1973.63,391.15,345.08,562.54,1103.23,289.26,0,5970.56,4566.82
2007,core,352092008,354147,1.182201,4835.8,2959.77,151,5495.44,1973.92,346.95,439.15,523.17,1167.86,332.32,0,9401.59,5766.32
2008,core,352092008,370511,1.138489,4762.77,2847.17,181.6,5649.66,2035.07,324.83,391.25,538.14,1109.45,420.78,0,7313.55,4962.22
2009,core,352092008,385284,1.142553,4683.73,2778.13,174.7,5898.73,2130.17,344.06,441.53,572.07,991.65,473.52,0,6252.53,4334.61
2010,core,352092008,396674,1.124115,4418.49,2585.52,205.57,4933.71,1731.31,305.4,371.32,563.21,702.19,275.37,0,6533.64,4037.9
2011,core,352092008,406355,1.089718,4452.99,2548.37,225.34,4823,1655.68,275.31,296.58,564.1,753.13,357.07,0,6455.89,3628.61
2012,core,352092008,413932,1.067624,4307.55,2447.43,265.67,4619.92,1616.37,264.21,170.16,557.34,784.99,525.87,0,6326.5,3194.19
2013,core,352092008,423095,1.052211,4268.86,2488.47,266.68,4295.32,1602.63,232.69,177.36,494.07,701.08,446.77,0,6195.47,4135.23
2014,core,352092008,431102,1.035415,4314.03,2579.22,248.32,4264.24,1570.56,195.46,200.14,485.22,698.8,443.55,0,5694.97,3909.17
2015,core,352092008,439347,1.034187,4446.85,2672.45,241.41,4439.01,1708.19,205.43,135.56,562.59,657.16,487.64,0.25,7140.77,4737.14
2016,core,352092008,449427,1.021304,4521,2751.68,247.74,4598.26,1849.89,207.25,172.53,569.23,716.23,507.94,6.81,6781.42,4041.09
2017,core,352092008,459194,1,4507.48,2752.34,246.26,4526.89,1853.55,203.7,184.17,502.57,599.12,629.55,0,6663.75,1016.24
1998,core,362008001,54877,1.503804,3532.18,2233.2,151.21,3391.93,1293.14,99.73,505.96,291.68,476.76,156.06,42.28,2624.09,4453.17
1999,core,362008001,55128,1.471308,3555.18,2253.62,148.95,3372.63,1214.25,89.87,557.93,333.28,438.64,242.28,45.4,2917.58,5128.71
2000,core,362008001,55349,1.423461,3588.99,2278.48,136.12,3589.35,1383.44,120.01,445.48,303.03,426.73,226.06,44.93,2624.91,4965.8
2001,core,362008001,55821,1.384077,3589.09,2260.43,146.79,3636.91,1279.17,110.67,585.48,299.13,512.04,270.88,47.85,2391.02,4687.51
2002,core,362008001,55888,1.362535,3689.13,2315.54,161.35,3586.38,1281.43,132.53,520.52,312.95,392.6,394.85,52.59,2422.53,4662.02
2003,core,362008001,56275,1.332174,3537.86,2357.82,200.06,3607.14,1212.21,158.45,585.56,346.1,485.86,255.47,59.54,2171.2,4605.54
2004,core,362008001,56587,1.297618,4023.15,2380.97,197.19,3655.75,1245.06,132.62,577.41,355.49,551.34,194.41,62.63,2101.17,5247.28
2005,core,362008001,56885,1.255095,3895.85,2303.62,186.88,3742.06,1217.06,161.03,658.64,370.92,574.43,234.78,64.47,1718.83,4498.28
2006,core,362008001,57700,1.215873,3795.93,2344.6,197.78,3649.57,1251.72,110.37,514.35,335.03,589.17,257.52,68.51,1635.45,4479.46
2007,core,362008001,58542,1.182201,3894.3,2429.35,230.47,3907.96,1138.44,138.62,589.14,361.59,589.05,366.08,74.05,1797.09,4613.71
2008,core,362008001,59350,1.138489,3959.11,2444.29,203.99,3952.25,1151.96,140.04,694.24,325.06,789.02,247.82,75.87,1983.14,4688.62
2009,core,362008001,59895,1.142553,3595.31,2490.71,210.92,4082.41,1162.89,126.69,653.18,367.79,887.36,242.99,78.76,2183.42,4059.57
2010,core,362008001,60643,1.124115,4246.98,2390.96,195.62,4237.47,1338.34,124.77,819.54,383.49,757.07,258.33,79.78,2119.84,4340.59
2011,core,362008001,61564,1.089718,4142.57,2307.23,182.81,4053.45,1196.08,139.55,687.23,385.31,703.82,364.7,76.77,2248.46,4680.45
2012,core,362008001,62722,1.067624,4387.18,2281.84,170.2,4164.5,1171.31,124.72,776.94,408.22,791.42,355.95,87.81,2114.22,4992.74
2013,core,362008001,64697,1.052211,4336.27,2463.15,213.27,4257.62,1319.14,126.11,888.94,393.33,762.7,346.09,94.98,2119.13,4880.07
2014,core,362008001,67035,1.035415,4492,2428.56,190.59,4835,1552.01,113.25,1095.91,372.17,825.73,366.5,185.13,2788.54,5561.21
2015,core,362008001,68915,1.034187,4610.51,2542.63,194.5,5140.9,1650.58,116.72,1151.56,413.35,817.97,390.34,164.52,3630.52,5657.03
2016,core,362008001,71282,1.021304,4409.64,2624.86,209.38,5492.37,1423.61,126.17,1188.71,597.18,1090.72,447.22,108.7,4594.33,5542.86
2017,core,362008001,72435,1,4396.7,2447.43,200.61,5067.45,1349.76,119.87,841.17,839.11,941.4,257.79,112.31,4387.36,5512.17
1998,core,362009009,86469,1.503804,3869.85,2517.96,205.98,3743.46,1266.34,117.32,235.21,270.41,429.57,307.91,49.32,4912.97,2543.22
1999,core,362009009,88198,1.471308,3907.1,2591.93,219.05,3761.83,1499.2,105.08,236.55,227.91,967.03,140.64,47.31,4280.63,2309.4
2000,core,362009009,89544,1.423461,4050.96,2750.58,203.76,3913.25,1587.83,103.77,210.6,270.94,477.12,149.99,54.1,4454.54,2923.33
2001,core,362009009,91246,1.384077,3969.38,2671.5,204.11,3678.66,1366.45,107.81,246.48,297.68,461.06,157.5,48.72,4020.41,2727.61
2002,core,362009009,92144,1.362535,4107.14,2804.71,205.63,4245.7,1388.23,117,425.77,395.22,731.68,164.17,37.71,4453.67,2982.25
2003,core,362009009,92782,1.332174,4400.8,3073.16,198.39,4104.63,1477.03,129.71,291.28,371.39,713,162.98,42.56,4278.48,2962.6
2004,core,362009009,93919,1.297618,4472.48,2953.7,197.79,4248.26,1451.28,140.88,500.35,325.6,668.42,160.89,48.05,6675.85,5211.21
2005,core,362009009,96400,1.255095,4646.02,2896.88,182.81,4383.91,1494.57,141.15,572.7,330.45,642.01,149.56,47.17,6897.18,5159.28
2006,core,362009009,97259,1.215873,4432.92,2951.89,190.6,4117.7,1608.46,145.5,401.8,379.06,530.7,152.62,46.63,6894.1,5337.16
