year,city_types,id_city,city_population,cpi,rev_total,own_source_rev,rev_utility,spending_direct,education_services,social_services,transportation,public_safety,envir_housing,spending_utility,sp_empl_retire_tr,debt_outstanding,cash_holdings
1998,core,32002001,252700,1.503804,5824.81,2686.05,664.92,5474.16,2222.05,195.24,387.31,433.58,259.18,717.22,73.4,7767.07,4926.61
1999,core,32002001,257232,1.471308,5769.01,2803.6,630.6,6144.91,2489.66,195.96,807.52,553.42,375.82,582.16,75.39,7359.16,4767.72
2000,core,32002001,259348,1.423461,5523.35,2707.81,638.59,5933.36,2426.51,195.6,784.01,550.13,369.85,524.34,77.73,6612.61,4753.5
2001,core,32002001,260816,1.384077,4831.29,2212.37,590.22,5849.9,2281.82,138.03,934.98,815.6,412.74,485.35,83.79,6656.83,5191.43
2002,core,32002001,264274,1.362535,4914.64,2382.39,589.27,6047.58,2455.38,165.42,1044.71,943.84,429.18,581.74,91.6,7068.02,4855.24
2003,core,32002001,268229,1.332174,4463.29,2291.72,568.45,4954.25,2590.59,176.95,287.39,572.07,275.83,508.14,97.93,7139.84,4955.58
2004,core,32002001,270568,1.297618,5007.39,2397.4,588.57,5387.61,2627.83,143.11,387.61,578.01,354.11,656.61,100.86,6579.41,4858.72
2005,core,32002001,274484,1.255095,4944.86,2467.82,656.46,5192.27,2636.72,108.67,366.63,596.25,381.41,697.4,101.74,6889.49,5347.65
2006,core,32002001,276494,1.215873,5198.61,2677.22,706.16,5399.68,2632.71,115.17,434.31,620.96,348.25,793.94,105.37,7310.15,5217.82
2007,core,32002001,280085,1.182201,5708.19,2853.82,663.44,5592.84,2416.47,102.82,487.07,653.28,543.07,890.11,105.74,7006.76,4856.99
2008,core,32002001,278792,1.138489,5371.8,2765.57,591.52,6142.93,2786.04,102.27,562.18,722.8,596.42,774.77,109.31,7275.94,5219.36
2009,core,32002001,281554,1.142553,5060.77,2679.42,626.07,6670.41,2891.44,105.32,995.53,769,530.18,807.75,111.14,7325.78,4061.91
2010,core,32002001,287677,1.124115,6036.69,2777.23,665.42,6294.83,2880.31,103.9,535.51,761.43,544.35,849.19,109.05,7432.94,4213.34
2011,core,32002001,293310,1.089718,5815.54,2660.26,678.05,5947.01,2787.14,93.42,500.99,753.41,388.52,905.81,106.1,6994.68,4268.22
2012,core,32002001,296154,1.067624,5378.15,2612.44,684.79,5543.06,2429.79,96.7,337.31,807.1,303.17,993.67,98.95,6452.46,3904.58
2013,core,32002001,298233,1.052211,5694.68,2797.57,633.37,5734.24,2471.81,128.83,452.68,789.53,274.11,866.97,105.22,5894.61,3455.22
2014,core,32002001,301155,1.035415,5735.87,2684.18,622.68,5582.35,2456.47,81.63,472.67,841.07,339.45,753.81,101.82,4542.44,3217.83
2015,core,32002001,299927,1.034187,6054.78,2807.2,709.19,6357.67,2729.98,88.45,545.61,868.29,414.08,988.01,109.3,5055.71,3879.6
2016,core,32002001,297613,1.021304,5778.73,2741.62,790.06,6014.58,2463.58,84.66,502.86,899.21,338.54,1067.18,112.44,5204.9,3091.96
2017,core,32002001,297216,1,5694.71,2731.62,783.29,6103.91,2366.46,76.03,536.53,864.24,402.07,1301.85,107.33,5279.44,3352.85
1998,core,32006001,30355,1.503804,9604.78,5603.77,1467.28,8038.41,2234.29,17.03,359.9,567.19,735.44,1657.54,0,4740.66,5391.04
1999,core,32006001,30658,1.471308,4416.65,2099.49,18.74,5042.28,2325.74,16.2,283.93,472.04,285.59,52.57,0,2763.37,2096.17
2000,core,32006001,30286,1.423461,4831.96,2162.13,18.11,4686.6,2339.18,17.87,250.51,485.14,277.69,48.1,0,2421.33,1948.96
2001,core,32006001,30200,1.384077,4536.97,2131.04,18.69,4543.76,2310.85,17.86,222.73,629.33,262.28,34.42,0,2338.47,2247.89
2002,core,32006001,30464,1.362535,4377.14,2096.89,19.28,4724.39,2237.64,18.21,219.19,785.94,259.91,32.8,0,2428.63,2242.68
2003,core,32006001,30529,1.332174,4390.33,2288.32,18.29,4495.54,2219.43,16.47,298.42,659.01,311.64,46.64,0,2079.85,4238.38
2004,core,32006001,30469,1.297618,4497.06,2610.31,17.86,4210.14,2232,14.99,315.39,536.28,335.54,34.89,0,2586.54,6179.21
2005,core,32006001,30839,1.255095,4336.73,2387.14,18.03,4117.73,2237.7,51.5,297.06,499.43,256.49,75.95,0,2406.84,6326.67
2006,core,32006001,30946,1.215873,4545.29,2465.41,17.12,4810.72,2241.68,40.98,461.99,681.43,263.01,106.12,0,2449.29,5951.28
2007,core,32006001,30636,1.182201,5143.96,2929.43,5.14,4723.77,2339.67,45.65,354.67,594.11,218.33,154.13,0,2302.06,6506.04
2008,core,32006001,31184,1.138489,5009.22,2722.98,16.71,5114,2542.65,45.64,363.95,523.59,453.36,108.8,0,2244.45,6501.03
2009,core,32006001,31212,1.142553,5007.27,2588.61,4.41,5974.07,2613.32,45.52,468,623.36,418.35,89.89,0,2070.21,5094.75
2010,core,32006001,31083,1.124115,5175.37,2712.59,10.28,5195.92,2689.78,54.71,395.86,657.85,304.31,81.8,0,1992.88,5457.28
2011,core,32006001,31760,1.089718,5456.08,2970.32,9.07,5107.57,2632.38,50.86,432.86,636.09,321.3,98.85,0,1671.36,5590.5
2012,core,32006001,30741,1.067624,5102.97,2634.16,10.15,4709.72,2403.69,61.23,546.94,513.08,302.26,107.68,0,1482,5559.95
2013,core,32006001,32061,1.052211,5385.34,2779.74,11.17,4723.82,2420.57,66.17,592.88,558.12,358.09,106.88,0,1280.39,5738
2014,core,32006001,32385,1.035415,5713.46,2732.73,11.2,5370.05,2371.46,41.09,1005.55,572.27,504.43,110.86,0,1227.63,5882.03
2015,core,32006001,31529,1.034187,5821.08,2761.26,10.7,5541.48,2553.73,20.94,575.85,593.23,441.37,235.14,0,1383.33,6012.5
2016,core,32006001,31636,1.021304,5274.03,2586.41,10.77,5139.11,2186.21,22.85,490,569.02,451.52,268.88,0,1994.13,6438.53
2017,core,32006001,32015,1,5423.24,2715.57,9.78,5001.33,2191.84,41.98,446.01,557.93,430.35,124.54,0,1785.8,6145.7
1998,core,22037003,247760,1.503804,5564.27,3107.47,396.9,5320.09,1413.68,370.01,283.35,691.78,1007.92,418.39,206.05,8281.11,11000.6
1999,core,22037003,246245,1.471308,6134.56,3480.15,430.12,5603.08,1514.18,402.01,217.89,701.65,1050.16,472.61,211.54,8639.41,10291.87
2000,core,22037003,243391,1.423461,6436.31,3404.83,446.45,5988.36,1839.88,394.3,303,731.75,971.15,476.39,222.61,10343.55,12336.71
2001,core,22037003,240953,1.384077,5770.04,3453.91,381.24,6921.71,1953.79,365.76,308.84,714.27,1411.09,481.82,238.97,10637.17,11650.03
2002,core,22037003,237453,1.362535,5742.95,3441.25,394.48,7193.01,1703.34,374.06,253.57,777.06,1877.41,327.62,267.98,11280.08,10138.88
2003,core,22037003,233602,1.332174,5949.65,3445.93,366.68,7096.58,1581.06,313.8,263.87,793.57,1905.43,343.4,284.54,13914.21,11267.69
2004,core,22037003,230961,1.297618,6876.52,3494.83,450.85,7457.07,1530.72,307.99,218.6,790.95,1754.11,587.12,335.07,15281.47,14147.6
2005,core,22037003,227574,1.255095,6578.95,3295.78,468.51,6863.23,1988.68,295.9,295.25,814.78,1550.2,641.18,324.39,15109.45,13349.63
2006,core,22037003,224379,1.215873,6749.7,3499.61,473.86,7111.52,2275.69,306.03,366.69,934.66,1428.08,350.93,324.2,12368.35,12607.41
2007,core,22037003,221936,1.182201,7933.48,4276.3,619.8,7242.49,1821.55,223.29,571.39,801.4,940.39,1229.38,356.79,14262.25,15839.45
2008,core,22037003,218880,1.138489,7361.39,4340.76,601.43,6580.58,1654.74,376.52,424,811.64,989.78,560.63,373.02,13897.17,12754.9
2009,core,22037003,216505,1.142553,5679.5,4076.95,621.56,7445.13,1796.07,311.33,557.08,909.2,757.87,610.12,385.68,13546.73,10381.44
2010,core,22037003,214394,1.124115,7507.57,3848.06,677.33,7635.09,2014.87,324.05,571.18,947.49,861.53,704.14,395.59,12721.21,10419.95
2011,core,22037003,211743,1.089718,7100.4,3800.71,729.15,7427.04,2046.59,232.67,331.61,921.73,812.94,1007.03,538.93,12823.59,11514.49
2012,core,22037003,211566,1.067624,6492.59,3715.73,752.87,7125.78,1781.44,244.54,455.78,891.03,721.05,1036.69,543.06,16502.01,10841.82
2013,core,22037003,210749,1.052211,6695.74,3601.29,751.73,6880.96,1539.69,238.86,420.64,865.03,764.52,971.41,513.7,16289.58,10695.18
2014,core,22037003,211230,1.035415,6885.65,3568.26,739.51,6520.34,1372.25,188.56,442.62,885.03,809.69,940.91,465.99,16382.99,11123.3
2015,core,22037003,211109,1.034187,6354.02,3673.59,784.92,6466.07,1375.09,151.28,357.24,903.31,842.64,910.25,472.83,13988.72,10974.19
2016,core,22037003,211703,1.021304,6126.37,3778.02,798.12,6625.42,1367.42,137.26,460.52,942.41,854.64,1039.74,475.44,14212.87,11166.89
2017,core,22037003,211436,1,6670.57,3772.32,820.44,6682.58,1346.59,134.75,464.84,952.74,876.75,945.64,558.65,13499.54,11521.25
1998,lega,22028003,39745,1.503804,3848.75,2254.89,167.31,3777.99,1341.54,71.12,309.12,628.12,649.6,191.75,85.36,1939.09,2226.01
1999,lega,22028003,39599,1.471308,3879.97,2316.63,187.11,3747.8,1334.15,75.86,288.38,605.31,690.34,165.08,81.82,1756.51,2275.42
2000,lega,22028003,39267,1.423461,3736.86,2209.38,181.69,4152.9,1515.63,61.79,342.15,664.79,552.75,168.68,90.55,2019.63,2138.54
2001,lega,22028003,38798,1.384077,3641.07,2209.56,169.43,3705.8,1323.55,66,263.28,657.56,517.49,154.86,88.38,2044.85,2143.1
2002,lega,22028003,38438,1.362535,3808.26,2222.62,159.05,3601.76,1293.37,68.48,204.79,663.55,493.21,142.82,87.09,1999.4,2202.24
2003,lega,22028003,38197,1.332174,3893.64,2230.08,161.41,3969.99,1381.78,65.61,225.05,683.3,560.7,141.96,42.85,2244.56,2169.81
2004,lega,22028003,37967,1.297618,3825.04,2229.6,162.99,4097.76,1553.31,61.23,202.35,719.88,631.43,140.54,0,3320.25,2892.75
2005,lega,22028003,37742,1.255095,4270.66,2368.47,167.37,4788.23,2065.13,59.7,288.86,735.42,702.76,179.08,0,4351.34,2789.38
2006,lega,22028003,37536,1.215873,4264.57,2576.9,179.52,5225.39,2166.05,64.81,259.75,695.35,967.93,178.61,0,4268.68,1915.27
2007,lega,22028003,37422,1.182201,4219.27,2438.09,211.09,4166.67,1619.7,58.89,131.32,680.2,608.94,40.15,0,3965.1,1352.33
2008,lega,22028003,37312,1.138489,4278.5,2317.19,201.99,4220.55,1700.29,58.06,172.78,697.06,596.21,268.6,0,3381.72,1249.76
2009,lega,22028003,37185,1.142553,4207.84,2355.45,203.41,4163.86,1662.03,59.27,213.16,724.21,589.44,216.4,0,3547.79,983.51
2010,lega,22028003,36964,1.124115,4127.39,2254.49,233.53,4100.67,1570.28,60.16,193.19,746.4,564.65,253.57,0,3486.47,940.36
2011,lega,22028003,36880,1.089718,4206.43,2318.5,256.36,3988.59,1456.58,60.1,193.99,761.1,590.32,258.39,0,3201.02,918.18
2012,lega,22028003,36732,1.067624,4126.93,2364.11,264.74,3982.41,1389.64,59.48,179.78,798.83,602.11,266.24,0,2964.79,1172.08
2013,lega,22028003,36569,1.052211,4065.97,2381.1,268.35,3965.39,1415.59,59.98,147.6,771.33,571.31,262.76,0,2672.17,1247.26
2014,lega,22028003,36324,1.035415,4149.56,2387.36,262.98,4153.74,1455.92,59.94,146.4,761.17,473.4,81.47,0,2698.68,1241.67
2015,lega,22028003,36057,1.034187,4188.96,2439.54,279.14,4153.7,1491.32,61.12,158.51,782.14,657.75,344.5,0,3650.21,1489.59
2016,lega,22028003,35807,1.021304,4346.04,2540.65,306.86,4243.1,1520.22,61.41,156.52,779.29,663.09,332.29,0,3527.85,1631.71
2017,lega,22028003,35622,1,4286.06,2547.31,300.76,4174.56,1495.79,61.03,162.81,798.25,645.93,322.34,0,3289.97,1671.11
1998,core,22049004,202816,1.503804,3880.23,2392.65,164.05,3635.46,1295.37,160.37,218.54,526.34,577.89,222.35,0,5691.82,4387.2
1999,core,22049004,203391,1.471308,4005.37,2430,178.33,4097.87,1364.73,118.12,228.08,551.13,687.66,167.42,0,5835.5,4259.6
2000,core,22049004,203235,1.423461,4109.46,2412.52,179.49,4215.91,1436.64,121.17,221.46,581.95,852.82,250.52,0,5524.73,4063.56
2001,core,22049004,203347,1.384077,4024.95,2455.52,208.67,4126.79,1399.52,125.96,200.56,592.61,760.54,269.14,0,5515.98,4409.66
2002,core,22049004,201811,1.362535,4388.37,2613.94,197.63,4656.57,1490.01,149.04,367.87,607.72,753.17,304.74,0,5396.78,4027.84
2003,core,22049004,199470,1.332174,4402.64,2535.55,194.7,4760.56,1552.32,159.33,295.66,606.66,855.69,325.53,0,6028.72,4029.12
2004,core,22049004,197742,1.297618,4312.63,2496.42,181.22,4543.19,1493.62,174.36,250.78,612.95,940.44,248.92,0,5927.4,3813.56
2005,core,22049004,196175,1.255095,4339.62,2502.29,180.32,4430.2,1655.7,191.47,259.02,558.49,806.55,222.32,0,5717.7,3745.35
2006,core,22049004,195188,1.215873,4584.96,2645.19,181.92,4683.2,1658.44,202.94,335.99,638.67,973.96,193.73,0,5661.93,3245.52
2007,core,22049004,195649,1.182201,4994.42,2983.54,188.45,4541.83,1699.83,141.02,344.37,643.76,713.64,282.68,0,4405.36,4288.08
2008,core,22049004,195530,1.138489,4557.87,2676.8,172.62,4521.17,1685.25,230.8,224.99,675.96,648.67,250.53,0,2644.61,2506.52
2009,core,22049004,195915,1.142553,4569.51,2750.5,170.9,5136.06,1547.75,161.96,326.41,672.62,985.24,383.39,0,4765.12,2528.61
2010,core,22049004,195756,1.124115,4960.42,2798.08,191.99,4700.98,1530.74,193.25,312.53,635.5,915.61,270.28,0,4364.32,2062.3
2011,core,22049004,194577,1.089718,4789.89,2685.04,196.99,4820.5,1483,215.06,331.38,696.52,1088.39,224.96,0,4453.57,1902.74
2012,core,22049004,193992,1.067624,4584.39,2750.3,215.4,4655.68,1439.19,206.67,473.03,560.06,880.62,222.38,0,4484.44,2132.89
2013,core,22049004,193858,1.052211,4182.53,2572.18,209.2,4236.19,1484.67,237.53,243.4,558.58,610.65,186.69,0,4396.37,2067.06
2014,core,22049004,193555,1.035415,4118.75,2551.77,208.51,4349.17,1442.67,291.34,235.23,563.19,636.08,185.16,0,4184.64,1957.38
2015,core,22049004,192979,1.034187,4328.34,2636.61,217.13,4537.96,1466.2,320.19,248.72,568.58,638.99,187.93,99.16,4023.18,2821.72
2016,core,22049004,192377,1.021304,4614.48,2955.63,220.72,4604.09,1457.71,351.12,281.9,583.39,807.09,207.76,106.17,4114.7,2966.07
2017,core,22049004,191885,1,4735.96,2919.67,225.54,4643.28,1348.1,352.03,316.72,595.84,858.3,243.99,63.47,3997.06,2770.15
1998,core,22051001,201866,1.503804,3186.76,1490.34,273.5,3078.54,1204.99,50.67,253.2,453.06,349.7,324.9,88.23,1579.32,2448.8
1999,core,22051001,201874,1.471308,3234.44,1542.1,280.37,3009.67,1227.81,50.31,193.03,453.39,387.54,233.36,95.95,1470.37,2527.97
2000,core,22051001,200870,1.423461,3420.62,1555.73,277.73,3345.95,1458.36,52.54,202.88,486.88,373.09,247.75,101.16,1530.8,2525.69
2001,core,22051001,201586,1.384077,3330.29,1615.72,319.77,3304.96,1407.71,54.91,187.33,487.14,387.27,312.44,98.02,1277.82,3735.3
2002,core,22051001,201130,1.362535,3355.51,1599.32,319.46,3403.55,1402.06,55.36,201.09,443.14,539.34,246.01,110.51,1431.64,3093.95
2003,core,22051001,201138,1.332174,3036.46,1527.87,321.42,3684.53,1325.92,56.81,207.46,451.12,586.16,441.59,116.79,1568.02,2667.78
2004,core,22051001,200551,1.297618,3783.34,1745.33,323.54,3689.75,1408.52,59.05,233.86,512.98,601.84,273.68,120.8,1854.49,3307
2005,core,22051001,200763,1.255095,3630.02,1691.3,321.8,3622.09,1369.53,71.15,237.41,523.86,465.72,259.93,128.74,1907.97,3298.8
2006,core,22051001,201218,1.215873,3709.05,1784.49,320.79,3508.8,1412.28,97.65,226.6,525.33,424,226.7,126.29,1522.74,3351.25
2007,core,22051001,204414,1.182201,3453.19,1793.72,3.55,3951.59,1522.86,72.57,248.76,932.69,485.96,61.91,127.23,1626.31,3317.75
2008,core,22051001,204827,1.138489,3533.33,1836.69,3.37,3584.35,1589.93,76.38,133.44,565.26,390.27,76.25,131.34,1968.17,3671.26
2009,core,22051001,204275,1.142553,2920.61,1806.65,4.2,3636.67,1841.23,63.25,75.54,647.12,287.88,12.62,133.94,2047.18,2778.71
2010,core,22051001,204282,1.124115,4856.22,3044.76,4.19,4834.67,1669.96,1182.99,138.53,603.45,370.59,12.13,134.18,3342.58,2494.35
2011,core,22051001,205593,1.089718,4779.88,3076.85,4.03,4618.72,1442.69,1203.07,128.61,554.16,454.97,36.24,135.16,3781.44,2607.94
2012,core,22051001,205180,1.067624,5013.03,3158.97,402.87,4525.37,1340.69,1375.47,116.97,565.36,412.7,27.5,139.23,3195.48,3358.08
2013,core,22051001,203937,1.052211,5112.16,3343.99,406.24,4808.38,1411.16,1594.51,116.27,598.72,398.2,44.17,147.88,3311.9,3112.29
2014,core,22051001,202426,1.035415,5267.98,3298.46,409.47,4741.27,1317.07,1559.28,125.58,549.09,411.23,38.75,142.11,3419.29,3343.04
2015,core,22051001,201435,1.034187,5316.69,3341.38,417.63,4906.18,1342.03,1586.19,155.4,592.16,409.49,36.3,191.51,3249.47,3379.52
2016,core,22051001,200993,1.021304,5305.47,3482.46,417.89,4916.55,1396.56,1683.12,124.33,554.41,377.03,33.88,180.78,3116.01,3307.35
2017,core,22051001,200360,1,5467.05,3535.9,415.74,5392.48,1375.48,1780.93,133.76,547.1,388.03,460.19,175.46,3319.7,3595.67
1998,core,52066003,79251,1.503804,2925.15,1860.07,136.3,2764.23,1278.53,10.69,378.8,340.67,280.71,121.93,0,2126.22,2694.4
1999,core,52066003,79476,1.471308,3221.75,1711.47,141.79,2984.28,1312.65,7.51,312.81,343.74,359.01,138.77,0,2014.31,2767.59
2000,core,52066003,79887,1.423461,3695.31,2012.51,170.5,3241.97,1361.34,5.52,289.67,388.62,393.7,145.97,0,2388.87,3217.11
2001,core,52066003,80762,1.384077,3449.48,1814.09,215.88,3577.28,1624.72,5.83,248.09,417.7,571.4,173.01,0,2156.14,2725.92
2002,core,52066003,81230,1.362535,3668.82,1884.48,209.99,3832.18,1589.72,4.77,350.34,426.57,617.59,427.8,0,3453.77,3935.16
2003,core,52066003,81561,1.332174,3942.49,2006.17,240.02,4233.22,1573.04,5.97,549.13,438.39,710.71,547.38,0,4794.28,4892.44
2004,core,52066003,81763,1.297618,4045.55,2009.05,293.54,4604.5,1629.07,6,553.49,459.16,791.96,750.23,0,4450.04,3829.61
2005,core,52066003,81908,1.255095,4123.72,1984.25,297.81,4538.64,1727.63,5.23,487.25,442.38,746.77,740.07,0,4149.74,3360.18
2006,core,52066003,82617,1.215873,4167.45,1994.19,303.67,4261.1,1869.31,2.36,217.02,410.41,681.43,673.14,0,4100.65,3264.68
2007,core,52066003,83881,1.182201,4325.2,2110.94,308.26,4331.59,1794.84,2.2,448.72,405.23,619.93,569.81,0,4543.41,3697.09
2008,core,52066003,84722,1.138489,4256.06,2072.34,300.92,4414.12,1810.16,2.81,441.18,439.61,583.6,504.84,0,4880.39,3924.08
2009,core,52066003,85125,1.142553,4657.97,2318.01,330.36,4747.09,1981.58,2.49,560.8,425.78,617.07,624.93,0,6463.87,5477.94
2010,core,52066003,85896,1.124115,4550.86,2061.87,313.17,4624.87,2140.56,2.53,565.96,440.78,542.16,426.7,0,7513.06,5921.42
2011,core,52066003,86297,1.089718,4350.13,1968.53,331.66,4808.24,2029.49,10.38,416.3,418.94,639.55,577.37,0,7493.01,5559.21
2012,core,52066003,87206,1.067624,4248.26,1952.58,344.15,4351.21,1952.23,9.53,303.44,424.76,599.27,407.51,0,6872.44,4896.35
2013,core,52066003,87630,1.052211,4169.63,1926.65,345.41,4220.93,1876.56,5.9,329.32,424.57,548.71,421.02,0,7497.09,5617.24
2014,core,52066003,87400,1.035415,4432.31,2129.01,307.45,4514.71,1967,5.27,382.28,439.22,634.35,463.7,0,7994.75,5894.96
2015,core,52066003,87154,1.034187,4399.63,2007.23,288.93,4633.66,1982.54,5.51,346.28,448.99,677.15,368.68,1.01,8292.8,6278.6
2016,core,52066003,87697,1.021304,4545.83,2075.99,309.59,4534.68,1921.72,19.07,426.89,446.28,575.38,373.59,81.26,8848.48,6975.48
2017,core,52066003,87615,1,4747.42,2245.74,308.04,4637.2,1940.98,16.6,495.74,426.91,595.24,442.64,28.81,9753.68,8101.97
1998,core,52060004,180314,1.503804,3680,2258.41,182.1,3690.2,1402.95,80.03,362.87,546.45,574.37,141.3,48.2,3747.58,3846.53
1999,core,52060004,181359,1.471308,3796.28,1839.5,198.5,4055.6,1496.8,82.7,246.86,533.56,718.02,151.81,51.67,3975.86,3958.38
2000,core,52060004,182670,1.423461,3908.17,1931.65,167.15,3781.27,1362.37,90.17,274.84,531.62,557.14,247.29,72.53,3734.99,3896.21
2001,core,52060004,183373,1.384077,3694.8,1937.2,200.28,3902.19,1574.92,78.11,220.75,537.49,585.68,273.01,72.53,4534.39,5042.65
2002,core,52060004,183832,1.362535,3948.23,2039.37,75.45,4198.13,1693.42,61.34,278.95,581.44,583.16,154.2,73.56,4254.02,4345.09
2003,core,52060004,184538,1.332174,4158.97,2010.73,72.26,3825.62,1816.22,86.85,235,518.01,454.81,97.85,53.82,4378.69,3408.94
2004,core,52060004,184965,1.297618,4067.17,2059.88,3.76,3900.11,1883.7,95.19,275.08,568.08,425.9,45.97,114.11,4236.99,4111.73
2005,core,52060004,185604,1.255095,4190.01,2124.88,3.38,4301.64,1863.77,143.06,419.77,629.46,576.72,43.65,130.96,4250.07,3840.33
2006,core,52060004,186396,1.215873,4315.05,2283.15,3.18,4496.58,1870.8,152.81,380.25,667.46,754.76,24.54,114.43,4446.88,3866.04
2007,core,52060004,188069,1.182201,4545.46,2376.24,3.47,4826.46,1953.22,97.38,470.81,683.57,851.31,37.56,105.15,4283.7,3558.19
2008,core,52060004,188937,1.138489,4554.77,2419,3.31,4895.71,2040.29,99.28,413.36,650.31,824.97,31.23,110.4,5030.41,4243.36
2009,core,52060004,190492,1.142553,4410.67,2524.28,4.44,4931.04,2015.62,106.98,376.13,659.37,924.49,30.79,117.11,5141.17,3944.64
2010,core,52060004,192196,1.124115,4498.93,2384.34,4.19,5119.82,2052.12,105.42,383.74,662.19,1068.01,27.59,139.8,5536.66,3930.33
2011,core,52060004,193928,1.089718,4696.62,2407.38,8.58,5021.93,2183.76,118.47,363.47,608.91,927.66,40.67,122.52,5133.75,3484.07
2012,core,52060004,195210,1.067624,4756.53,2428.72,4.4,4571.04,1948,117.15,367.95,622.89,688.73,25.48,120.51,5275.63,3686.38
2013,core,52060004,196504,1.052211,4813.39,2673.34,3.32,4660.49,1968.8,127.82,474.87,730.21,632.18,25.29,50.65,5171.34,3962.06
2014,core,52060004,197084,1.035415,4777.35,2657.02,4.53,4682.54,1939.97,123.26,462.88,716.52,605.71,31.28,132.31,5282.03,4012.7
2015,core,52060004,197533,1.034187,4599.33,2672.6,4.53,4704.68,1856.9,124.87,420.89,769.83,708.26,29.73,65.86,5742.46,4515.13
2016,core,52060004,198135,1.021304,4673.61,2700.82,4.33,4799.48,1811.88,152.84,406.84,721.94,721.42,43.03,117.08,5521.07,4615.82
2017,core,52060004,198673,1,4631.25,2695.14,2.84,4943.28,1874.8,191.19,495.88,720.69,746.5,25.85,63.95,5353.94,3872.64
1998,lega,52035003,55664,1.503804,2933.19,1449.82,2.35,3025.91,1506.66,7.16,188.13,416.68,464.48,26.48,38.69,2075.43,3257.45
1999,lega,52035003,55527,1.471308,3014.06,1267.89,2.44,2874.08,1369.73,7.23,188.69,455.25,470.22,26.84,43.32,1967.86,3485.09
2000,lega,52035003,55232,1.423461,3076.21,1316.15,2.09,2794.29,1343.75,7.05,158.63,462.53,441.48,23.87,61.7,1833.4,3531.93
2001,lega,52035003,55100,1.384077,3029.23,1287.03,1.93,2889.49,1332.82,8.21,218.23,508.08,453.89,18.66,68.27,1742.32,3604.76
2002,lega,52035003,54386,1.362535,2858.38,1187.32,1.48,2933.62,1372.71,8.74,180.53,522.37,450.15,24.38,93.95,1685.24,3455.88
2003,lega,52035003,53852,1.332174,2886.58,1213.21,1.58,2962.77,1458.06,2.71,164.88,505.47,440.74,24.47,83.56,1617.53,3401.13
2004,lega,52035003,53316,1.297618,2859.5,1198.58,0.9,2888.9,1479.99,8.07,157.73,483.33,384.54,24.56,98.81,1881.53,3656.08
2005,lega,52035003,52661,1.255095,3248.95,1270.79,0.76,2965.47,1527.6,7.91,152.21,482.03,399.96,21.33,100.32,1679.05,3881.56
2006,lega,52035003,51903,1.215873,3333.69,1316.8,0.87,3276.38,1649.69,8.15,150.59,532.48,536.66,20.8,102.68,2127.92,4319.23
2007,lega,52035003,51349,1.182201,3427.41,1286.04,1.04,3834.44,2267.21,8.14,143.86,530.43,446.36,20.65,112.01,1967.52,3502.56
2008,lega,52035003,50425,1.138489,3554.44,1281.98,0.99,3314.43,1804.22,7.98,113.55,518.57,432.99,21.58,115.62,1813.82,3212.56
2009,lega,52035003,49996,1.142553,3321.42,1366.57,0.98,3368.05,1723.34,9.97,144.05,526.86,441.77,24.22,167.08,2829.42,3989.82
2010,lega,52035003,49429,1.124115,3468.13,1315.89,0.8,3613.68,1981.04,19.09,142.02,554.63,379.47,32.93,166.27,2639.57,3837.91
2011,lega,52035003,48938,1.089718,3516.77,1228.54,0.98,3546.98,1923,14.68,141.46,565.44,392.54,25.27,165.18,2498.88,3535.69
2012,lega,52035003,48025,1.067624,3262.92,1288.84,1,3459.48,1673.94,7.56,154.55,544.54,406.69,54.02,234.51,2786.09,3653.75
2013,lega,52035003,46834,1.052211,3320.9,1363.28,1.15,3223.98,1622.57,7.75,157.67,647.58,344.38,29.5,132.26,2698.98,3555.84
2014,lega,52035003,45817,1.035415,3422.23,1387.39,1.33,3481.26,1720.18,8.42,147.9,680.35,393.9,27.64,170.44,2876.64,3654.66
2015,lega,52035003,45208,1.034187,3475.46,1430.45,1.35,3460.85,1746.27,8.42,158.88,681.59,423.56,28.16,86.43,2812.8,3246.72
2016,lega,52035003,44809,1.021304,3336.86,1418.84,1.3,3280.34,1580.54,11.4,152.69,674.78,436.91,24.98,98.49,2776.83,3137.8
2017,lega,52035003,43870,1,3418.23,1483.77,1.32,3272.86,1535.61,11.89,159.61,696.61,458.01,25.42,72.3,2679.95,3114.68
1998,core,42007008,367935,1.503804,4805.49,1767.21,1246.67,4657.82,1510.01,290.93,210.2,550.86,571.08,1075.98,10.49,6483.29,3631.19
1999,core,42007008,377744,1.471308,5015.66,1944.14,1309.62,4799.9,1490.48,285.9,235.12,581.49,559.72,1127.23,10.49,6054.74,3495.39
2000,core,42007008,387860,1.423461,5045.56,1962.66,1291.89,4949.64,1466.4,298.86,247.69,667.88,639.38,1129.3,10.14,5571.62,2973.85
2001,core,42007008,398699,1.384077,5476.41,1908.19,1845.59,5383.55,1424.74,288.52,223.54,695.23,607.2,1617.68,9.57,5875.23,3251.81
2002,core,42007008,404020,1.362535,5038.57,1926.62,1386.8,5343.59,1408.02,293.11,236.14,779.73,624.88,1512.71,0,5823.26,2866.04
2003,core,42007008,408754,1.332174,5097.67,1980.79,1240.28,5090.52,1434.25,347.86,229.62,766.87,613.73,1231.35,0,5783.8,2538.19
2004,core,42007008,412704,1.297618,5145.45,2085.24,1243.28,5204.63,1383.68,370.75,191.72,703.63,762.27,1288.29,0,5745.28,2837.94
